   1.0495975e+01   7.4829366e+00   4.7902409e+00   2.4010344e+00   3.0491634e+00   2.6625073e+00   3.0560364e+00   6.2441698e+00
   9.7519331e+00   6.6343680e+00   3.2398728e+00   2.3341709e+00   2.8913287e+00   2.6804546e+00   3.0401767e+00   5.7956702e+00
   1.0318585e+01   8.3154853e+00   5.9708156e+00   4.6864825e+00   4.8757524e+00   4.1979471e+00   3.7240095e+00   6.0426498e+00
   1.3237136e+01   1.2290565e+01   1.0354473e+01   5.6064559e+00   4.3066899e+00   5.7705511e+00   1.3516106e+00   1.3844836e+00
   1.0955455e+01   8.6460699e+00   7.2274042e+00   5.1662965e+00   2.4637486e+00  -6.9113537e-02   1.2114571e+00  -7.0305198e-01
   7.3902899e+00   3.9138038e+00   6.5615660e-01  -7.6644567e-01   9.3307254e-01   8.8341016e-01   1.9058691e+00   1.5243627e+00
   6.6922474e+00   2.6708925e+00  -3.3230258e-02  -1.0977507e+00   9.2963490e-01   1.1217909e+00   2.0071032e+00   2.0241227e+00
  -8.3991384e+00  -4.8335005e+00  -5.2444769e+00  -4.3448686e+00  -5.2627184e+00  -2.9718043e+00  -5.5522291e+00  -4.0530849e+00
  -7.8970280e+00  -4.2730858e+00  -4.2707486e+00  -2.2905766e+00  -3.7315533e+00  -2.3846104e+00  -5.6367712e+00  -4.7161455e+00
  -1.1608090e+01  -1.2469627e+01  -1.1546797e+01  -8.0180825e+00  -7.2343865e+00  -4.8295018e+00  -5.5743422e+00  -7.9327813e+00
  -1.6792955e+01  -1.8344937e+01  -1.7233028e+01  -1.1249108e+01  -9.4825029e+00  -2.8608980e+00  -4.0039627e-01  -3.4509151e+00
  -8.7520453e+00  -7.8495325e+00  -5.8409059e+00  -3.7600626e+00   8.2720607e-02   2.6890988e+00   2.8248611e+00  -1.3915332e-01
  -7.0168073e+00  -7.6929347e+00  -2.4508226e+00   2.1154636e-01  -6.8682331e-01   6.1333891e-01   2.0939267e+00   3.6964427e-01
  -6.5774358e+00  -8.3615757e+00  -3.0930195e+00  -1.5174923e-01  -1.0704305e+00   3.4169305e-01   1.7814894e+00   3.4107204e-01
   2.2118234e-01   6.8406643e-01   7.3829707e-01   9.5174924e-01   1.1988165e+00   1.0646158e+00   9.4633502e-01   1.2011105e+00
   2.9389097e-01   7.6483353e-01   6.6352025e-01   8.5819050e-01   1.0969156e+00   1.0728907e+00   1.0400852e+00   1.0865156e+00
   4.9440866e-02   2.1990833e-01   8.9217864e-02   2.1687102e-01   6.1525092e-01   8.3156205e-01   5.5361271e-01   4.3383526e-01
   2.2933187e-02   3.4944131e-02   4.1608312e-02   1.1257570e-01   1.2495295e-01   1.6956035e-01   4.9812323e-01   2.6629952e-01
   4.1372422e-02   3.9396034e-01   1.1450387e+00   5.9756406e-01  -5.0946068e-02   5.3746325e-01   4.8535425e-01   3.7076277e-01
   5.5408377e-01   2.0132667e+00   2.3194799e+00   7.6697999e-01   6.9492940e-01   1.1652501e+00   1.0634959e+00   2.8938657e-01
   7.4683107e-01   2.1667071e+00   2.3549889e+00   8.9278758e-01   1.0182833e+00   1.4836352e+00   1.2837622e+00   2.4195238e-01
   5.6617260e-02   5.6617260e-02   2.4288177e-01   4.2914629e-01   4.2914629e-01   4.2914629e-01   2.4288177e-01   6.1541080e-01
   5.6617260e-02   5.6617260e-02   2.4288177e-01   4.2914629e-01   4.2914629e-01   6.1541080e-01   4.2914629e-01   4.2914629e-01
   5.6617260e-02   5.6617260e-02   5.6617260e-02   5.6617260e-02   5.6617260e-02   2.4288177e-01   5.6617260e-02   5.6617260e-02
   5.6617260e-02   5.6617260e-02   5.6617260e-02   5.6617260e-02   5.6617260e-02   5.6617260e-02   2.4288177e-01  -1.2964725e-01
   5.6617260e-02   5.6617260e-02   5.6617260e-02   2.4288177e-01  -1.2964725e-01  -3.1591177e-01  -3.1591177e-01  -3.1591177e-01
