   6.5546669e+00   6.8390614e+00   1.1513805e+01   9.4789138e+00   7.0942163e+00   5.2810508e+00   5.6760386e+00   8.4132963e+00
   5.5237619e+00   7.2577521e+00   1.1576404e+01   1.0436618e+01   7.2377011e+00   3.7039045e+00   4.3182523e+00   6.7127715e+00
   3.6708837e+00   1.8999583e+00   8.2476195e+00   8.1584330e+00   4.4001389e+00   3.8285974e+00   5.6236002e+00   4.2963173e+00
   6.5639323e+00   6.1753742e+00   7.7159701e+00   5.6518203e+00   5.3320773e+00   5.4104313e+00   5.6500264e+00   2.8539769e+00
   5.4944758e+00   4.0215381e+00   1.5105399e+00   1.6900884e+00   7.6616334e-01   3.3209841e+00   1.9845779e+00  -8.9839296e-01
   7.8272583e+00   3.5873523e+00   7.2166366e+00   3.5159013e+00   3.7293205e+00   2.6234440e+00   1.8835800e+00  -1.7991629e+00
   7.7124015e+00   4.6008630e+00   6.4710917e+00   3.5301759e+00   3.6894866e+00   1.4134732e+00   1.4425400e+00  -2.7691485e+00
  -5.1916629e+00  -6.1614464e+00  -5.8497604e+00  -4.5513234e+00  -3.3460272e+00  -3.2903625e+00  -2.8053158e+00  -1.4420834e+00
  -4.0516507e+00  -6.0982437e+00  -5.6371374e+00  -4.4620193e+00  -3.2760596e+00  -2.6500883e+00  -2.4393714e+00  -1.4819667e+00
  -3.3116048e+00  -6.5494846e+00  -6.5082755e+00  -6.5976660e+00  -6.9239395e+00  -4.6007643e+00  -4.6267095e+00  -3.7952002e+00
  -5.8015358e+00  -5.9786051e+00  -7.4495557e+00  -3.0951645e+00  -5.1974841e+00  -6.0094666e+00  -4.7495439e+00  -6.6405873e+00
  -5.8693316e+00  -6.0629939e+00  -5.3211536e+00  -3.4662063e+00  -3.1266237e+00  -2.9025421e+00  -3.3972718e+00  -2.8700200e+00
  -4.7327739e+00  -5.3589049e+00  -4.3667104e+00  -7.1231792e-01  -2.3902031e+00  -3.2846726e+00  -6.3590345e-01   1.7577042e+00
  -3.6741109e+00  -5.1251964e+00  -4.0951913e+00  -7.7859331e-01  -2.2332819e+00  -3.9316748e+00   6.1449766e-02   2.3834316e+00
   2.3707719e-01   3.1628622e-01   2.7791917e-01   2.9057528e-01   5.6143416e-01   8.4403618e-01   8.1877731e-01   7.0471888e-01
   1.9466401e-01   2.4768525e-01   2.1427859e-01   2.2350182e-01   4.8214307e-01   8.1418220e-01   7.6754958e-01   6.9587462e-01
