1	20.09.21_10:13:28	-0.06930645161290322	-0.15608064516129033	0.1707763216	246.0567413	-0.01911290323	0.02470967742	0.03123893769	127.7219047	-6.428956283	-3.255813603	7.206372257	206.8590026
2	20.09.21_10:14:00	-0.033561403508771945	0.003561403508771928	0.03374983556	173.9426669	-0.03144736842	0.01528947368	0.03496719872	154.0713281	-6.334574462	-3.32697434	7.155109494	207.7088511
3	20.09.21_10:15:00	-0.026842105263157907	-0.025315789473684208	0.03689698919	223.3238107	0.01624561404	0.02002631579	0.02578707621	50.95057549	-6.478317741	-3.162130176	7.208860382	206.0174553
4	20.09.21_10:16:01	-0.07570535714285713	-0.052249999999999984	0.09198567062	214.612496	-0.02249107143	0.01129464286	0.02516778201	153.3349563	-6.243123833	-3.128438586	6.98310269	206.615517
5	20.09.21_10:17:00	-0.14409649122807017	0.10653508771929816	0.1792024657	143.523313	-0.01842982456	-0.01690350877	0.02500773965	222.5264967	-6.300986958	-2.476819128	6.770307943	201.4590111
6	20.09.21_10:18:00	-0.0431578947368421	0.0031315789473684136	0.04327136079	175.8498358	-0.01059649123	0.002210526316	0.01082460405	168.2165595	-6.559929601	-2.590096849	7.052749681	201.5458948
7	20.09.21_10:19:00	-0.002666666666666665	-0.020192982456140353	0.02036830016	262.4771027	-0.02609649123	-0.01056140351	0.02815262152	202.0334689	-6.843949504	-2.84727401	7.412598337	202.5886737
8	20.09.21_10:20:00	-0.008318965517241376	-0.019663793103448273	0.02135111113	247.068719	-0.04956034483	0.007698275862	0.05015467307	171.1707277	-6.935685377	-2.504724843	7.374101856	199.8564698
9	20.09.21_10:21:00	-0.013701754385964911	-0.04844736842105263	0.05034764722	254.2081786	-0.01207017544	-0.01839473684	0.02200126084	236.7280962	-6.428956283	-3.255813603	7.206372257	206.8590026
10	20.09.21_10:22:00	-0.0391140350877193	-0.04864912280701753	0.06242311183	231.200618	0.01240350877	0.003403508772	0.01286199447	15.3442256	-6.334574462	-3.32697434	7.155109494	207.7088511
11	20.09.21_10:23:00	-0.0022543859649122775	-0.02923684210526315	0.02932362857	265.5907783	-0.02292105263	-0.03459649123	0.04150050432	236.4745172	-6.478317741	-3.162130176	7.208860382	206.0174553
12	20.09.21_10:24:00	0.03329824561403508	-0.053175438596491216	0.0627407398	302.0546326	-0.006631578947	-0.02173684211	0.02272593549	253.0338519	-6.243123833	-3.128438586	6.98310269	206.615517
13	20.09.21_10:25:00	0.00036842105263157685	-0.056359649122807026	0.05636085329	270.3745352	-0.0006578947368	-0.03555263158	0.03555871817	268.9398734	-6.300986958	-2.476819128	6.770307943	201.4590111
14	20.09.21_10:26:00	0.020324561403508763	-0.07992982456140353	0.08247341784	284.2668147	-0.01155263158	-0.06466666667	0.06569049455	259.8710245	-6.559929601	-2.590096849	7.052749681	201.5458948
15	20.09.21_10:27:00	0.01983333333333333	-0.03235964912280701	0.03795402485	301.5042667	-0.002675438596	-0.0235877193	0.0237389653	263.5288788	-6.843949504	-2.84727401	7.412598337	202.5886737
16	20.09.21_10:28:00	0.013912280701754386	-0.008184210526315787	0.01614103021	329.5328763	-0.02069298246	-0.05168421053	0.05567276839	248.1801502	-6.935685377	-2.504724843	7.374101856	199.8564698
17	20.09.21_10:29:00	0.06656140350877192	0.033859649122807006	0.07467861994	26.96234692	-0.01207894737	-0.05955263158	0.06076526061	258.5343464	-7.534290166	-2.812817849	8.042230571	200.4723876
18	20.09.21_10:30:00	0.018508620689655173	0.035448275862068966	0.03998936485	62.42957214	-0.02331034483	0.008387931034	0.02477356581	160.2093777	-7.104507528	-2.835769839	7.649550169	201.7594526
19	20.09.21_10:31:00	0.04734210526315789	0.08028947368421052	0.09320769558	59.47458148	-0.002315789474	-0.01838596491	0.01853123273	262.8211595	-7.075230754	-2.945361231	7.663813868	202.6015662
20	20.09.21_10:32:00	0.05105263157894737	0.02461403508771929	0.05667646702	25.7401378	-0.00501754386	0.05683333333	0.05705439093	95.04529002	-7.486736524	-2.713416036	7.963281382	199.922023
21	20.09.21_10:33:00	0.021578947368421048	0.03736842105263158	0.04315147577	59.99507913	-0.02550877193	-0.01607017544	0.03014876422	212.2103635	-7.671267979	-2.779517274	8.159293394	199.9168837
22	20.09.21_10:34:00	0.011629310344827582	0.0635689655172414	0.06462394476	79.6329439	-0.007577586207	-0.01638793103	0.01805502967	245.184735	-7.463269959	-2.102992	7.753900556	195.7367163
23	20.09.21_10:35:00	0.0028421052631578915	0.09307017543859647	0.09311356034	88.25088922	0.02142982456	-0.03833333333	0.04391676019	299.2068886	-7.546543742	-2.322030867	7.895704516	197.1028497
24	20.09.21_10:36:00	0.013228070175438596	0.05161403508771927	0.05328217768	75.62516539	-0.03368421053	-0.007228070175	0.03445099472	192.1110598	-7.536945927	-2.483828691	7.935676334	198.2398289
25	20.09.21_10:37:00	-0.07388596491228068	0.03326315789473683	0.08102822647	155.7629216	-0.0320877193	-0.006754385965	0.03279090513	191.8870793	-7.160886789	-3.040715587	7.779733343	203.0074537
26	20.09.21_10:38:00	-0.0050431034482758645	0.014586206896551716	0.01543341582	109.0725544	-0.0085	0.005896551724	0.01034501437	145.2504919	-7.287739517	-2.997248515	7.880015605	202.3560291
27	20.09.21_10:39:00	-0.07443859649122808	0.04747368421052632	0.08828847796	147.472049	0.02019298246	-0.03564035088	0.04096329029	299.5348682	-7.002362315	-3.193230118	7.696089694	204.5140215
28	20.09.21_10:40:00	-0.050307017543859654	-0.034043859649122814	0.06074356257	214.087072	-0.03364912281	-0.07779824561	0.08476337939	246.6106604	-6.481600278	-3.137636371	7.201104371	205.8308626
29	20.09.21_10:41:00	-0.05958771929824561	0.009929824561403506	0.06040941737	170.5390456	-0.08379824561	-0.05835964912	0.1021175529	214.8545277	-6.737719834	-3.467419966	7.577589972	207.2316234
30	20.09.21_10:42:00	-0.044903508771929806	0.010570175438596488	0.04613083252	166.7538655	-0.01772807018	-0.07726315789	0.07927092809	257.0771413	-7.480723374	-3.345978539	8.194924928	204.0980168
31	20.09.21_10:43:00	-0.03633620689655173	0.009500000000000003	0.03755755492	165.3481425	-0.04972413793	-0.04881034483	0.06967739702	224.4686633	-7.119202224	-4.052232186	8.191680291	209.6484243
32	20.09.21_10:44:00	-0.04233333333333334	-0.016166666666666676	0.04531525375	200.9013449	-0.06599122807	-0.05342982456	0.08490929475	218.9953756	-7.239836204	-3.86680587	8.207765585	208.1067327
33	20.09.21_10:45:00	-0.08176315789473684	0.02254385964912281	0.08481414739	164.585324	-0.07421052632	-0.04022807018	0.08441267586	208.4612522	-7.386817208	-4.2075655	8.501098511	209.6660406
34	20.09.21_10:46:00	-0.037763157894736825	0.058219298245614046	0.06939411202	122.9689112	-0.09424561404	-0.07156140351	0.1183354141	217.2096759	-6.764118104	-3.971405242	7.843809873	210.4184014
35	20.09.21_10:47:00	-0.07387719298245611	0.021885964912280686	0.0770508605	163.4981866	-0.06748245614	-0.07274561404	0.09922603614	227.1494644	-6.838989322	-3.875957261	7.860968111	209.542143
36	20.09.21_10:48:00	-0.08856140350877191	-0.002096491228070179	0.08858621488	181.3560949	-0.1650701754	-0.02821929825	0.1674648967	189.7011252	-6.703545293	-4.011456089	7.812125156	210.8966457
37	20.09.21_10:49:00	-0.04304310344827587	-0.017206896551724134	0.0463550002	201.7895376	-0.08054310345	-0.08293103448	0.1156060033	225.8368825	-7.36100342	-4.356565809	8.553597898	210.6189143
38	20.09.21_10:50:00	-0.06985964912280702	-0.05388596491228074	0.08822736418	217.6446566	-0.1268333333	-0.1515350877	0.1976096588	230.0710093	-7.228169082	-4.589540727	8.562144145	212.4135891
39	20.09.21_10:51:00	-0.09884210526315791	-0.08809649122807017	0.132403752	221.7101413	-0.1137280702	-0.1265263158	0.1701263722	228.049239	-7.294418841	-4.241030709	8.437706306	210.1740456
40	20.09.21_10:52:00	-0.0707456140350877	-0.08474561403508772	0.1103936638	230.1448807	-0.09331578947	-0.1290701754	0.1592700435	234.1336385	-7.368872808	-4.142058886	8.453220586	209.3404323
41	20.09.21_10:53:00	-0.10576724137931033	-0.10987931034482758	0.1525128591	226.0924156	-0.132387931	-0.1141293103	0.1747914865	220.764048	-7.545128173	-4.507163976	8.788827354	210.8524405
